,,,,,
,ID,Title,Mod,Tournament - Stage,Rank Range
,959058,Days N' Daze - Misanthropic Drunken Loner [Insane] (pishifat),DT2,Mysterious Maps Tournament 3 Semifinals,1k-∞
,2709076,SOUND HOLIC - EXISTENCE [DISCONTINUOUS] (Mirash),DT3,Mysterious Maps Tournament 3 Semifinals,1k-∞
,3764576,Aethoro - Deertracks [Serenity] (waefwerf),DT4,Mysterious Maps Tournament 3 Semifinals,1k-∞
,3285522,WAGAMAMA RAKIA - SURVIVE [FIGHTING] (Kine),TB,Mysterious Maps Tournament 3 Semifinals,1k-∞
,,,,,
,2769042,Mick Gordon - Rip & Tear [Ultra Nightmare] (Shurelia),NM1,Mysterious Maps Tournament 3 Finals,1k-∞
,3192017,Demetori - Kamisabita Kosenjou ~ Suwa Foughten Field [Lunatic] (ItsWinter),NM2,Mysterious Maps Tournament 3 Finals,1k-∞
,2992795,inabakumori - Lost Umbrella [Jounzan's PTSD Extra] (Ryuusei Aika),NM3,Mysterious Maps Tournament 3 Finals,1k-∞
,3172759,Culprate - Beast (Vorso Remix) [Hunted] (Mir),NM4,Mysterious Maps Tournament 3 Finals,1k-∞
,3722935,Tektheism - Say So [seiso] (Megafan),NM5,Mysterious Maps Tournament 3 Finals,1k-∞
,3144505,Silver Forest - Dimension Dive [Desperation] (lewski),HD1,Mysterious Maps Tournament 3 Finals,1k-∞
,3204597,Sampling Masters MEGA - On take SUN [drip] (LMT),HD2,Mysterious Maps Tournament 3 Finals,1k-∞
,2708961,Camellia - #1f1e33 [CrazyRabbit's Amaranthine Extra] (Realazy),HD3,Mysterious Maps Tournament 3 Finals,1k-∞
,1419149,papiyon feat. Hatsune Miku - White Prism [Prism] (Arieruco),HD4,Mysterious Maps Tournament 3 Finals,1k-∞
,3207058,CHON - Splash [Alacrity] (mezelyus),HD5,Mysterious Maps Tournament 3 Finals,1k-∞
,3181298,Falcom Sound Team jdk - Don't be Defeated by a Friend! [Lionheart] (Deca),HR1,Mysterious Maps Tournament 3 Finals,1k-∞
,3338600,Reku Mochizuki - Faith of Eastward [Continuum] (phyr),HR2,Mysterious Maps Tournament 3 Finals,1k-∞
,3752651,eFeL - Engine [Expert] (Feiri),HR3,Mysterious Maps Tournament 3 Finals,1k-∞
,711923,Venetian Snares - She Runs [Escape?] (fergas),HR4,Mysterious Maps Tournament 3 Finals,1k-∞
,3840801,Schwank - $1.78 [Money makes the world go round.] (Ralsricat),HR5,Mysterious Maps Tournament 3 Finals,1k-∞
,1145009,Meramipop - Fujin [Brave Girl] [< >] (caned),DT1,Mysterious Maps Tournament 3 Finals,1k-∞
,218549,iconoclasm - perditus paradisus [Hyper] (kiddly),DT2,Mysterious Maps Tournament 3 Finals,1k-∞
,2204379,-45 - Tsugihagi Chimera [Execution] (Dada),DT3,Mysterious Maps Tournament 3 Finals,1k-∞
,971086,Function Phantom - Euclid [toybot's Insane] (byfar),DT4,Mysterious Maps Tournament 3 Finals,1k-∞
,18170,FF7 Original Soundtrack - Crazy Motorcycle Chase [Crazy!] (James),DT5,Mysterious Maps Tournament 3 Finals,1k-∞
,3320026,LeaF - Calamity Fortune (extended ver.) [Deconstruction] (Guchiry),TB,Mysterious Maps Tournament 3 Finals,1k-∞
,,,,,
,3734981,Suzuki Konomi - Realize [lit120's Faith] (Flame Haze),NM1,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,3210249,Dustvoxx - Deep Dream [#{{Lu:cid]$] (garvanturr),NM2,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,3648315,Mindless Self Indulgence - Faggot [KimikaMyMommy's Extra] (Mirash),NM3,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,3404788,Zekk - Duplication [Sunazuka Akira's EX] (keevy),NM4,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,3835310,Laur - Swift Swing [Ex] (Alvearia),NM5,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,3252165,Bentham - Chicago [Expert] (Luscent),HD1,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,3667852,Astral Trip - Saigetsu (Koko & Satsuki ga Tenkomori's Sagyou Bougai Remix) [GOBLIN BONANZA] (toybot),HD2,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,3382348,USAO - Knight Rider [Master] (Cubby),HD3,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,2367232,S.F.A - Dienos Advento [Luscent's Extra] (Nathan),HD4,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,2408356,Morimori Atsushi - Funkotsu Saishin Casino [#1: Acyl's Master] (SuperBox),HD5,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,2391657,Green Day - Basket Case [Senseabel's Extreme] (Hectic),HR1,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,1216282,Ayaponzu* - Streaming Heart [Extra] (Lasse),HR2,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,3311309,KINEMA106 - N.M.W [NO MORE WAR] (Mordred),HR3,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,95382,t+pazolite - chipscape [Ragnarok] (Shiirn),HR4,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,3319012,Matduke - Let It Go (Original Mix) [Release] (Aistre),HR5,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,665006,Meramipop - Star Breaker [Suta] (Rizia),DT1,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,2719893,Kijibato - w/WWW feat. Hoshimiya Toto [Utopia] (Elcheer),DT2,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,1405572,Mitchie M feat. Hatsune Miku with KAITO - Ohedo Julia-Night [Dance Floor] (Natsu),DT3,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,3077812,Kawada Mami - Borderland [Insane+] (Reiji Maigo),DT4,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,2798616,Maison book girl - snow irony_ [wakaranai_] (newton-),DT5,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,3764203,Down - Chosun [Dragon] (Down),TB,Mysterious Maps Tournament 3 Grandfinals,1k-∞
,,,,,
,3643054,Kito Akari - Desire Again [Flame Haze's Extra] (Amateurre),NM1,Nocy's Second Voli-tile Clash Qualifiers,10k-∞
,2810175,Maxo - Forsaken City (Sever the Skyline Mix) [B-Side] (Saika0k1),NM2,Nocy's Second Voli-tile Clash Qualifiers,10k-∞
,3144020,Eve - Nonsense Bungaku [Bibbidi Bobbidi Boo] (Nymphe),NM3,Nocy's Second Voli-tile Clash Qualifiers,10k-∞
,3723927,Zekk - Feelsleft0ut [AncuL's Extra] (Ascended),NM4,Nocy's Second Voli-tile Clash Qualifiers,10k-∞
,2729964,Reol - Q? [Extra] (DeRandom Otaku),HD1,Nocy's Second Voli-tile Clash Qualifiers,10k-∞
,2800493,Hijirime Laeria - stlaeria [Salvation] (Hinsvar),HD2,Nocy's Second Voli-tile Clash Qualifiers,10k-∞
,1061235,Yonekura Chihiro - Koiseyo Otome! [Extra] (Kencho),HR1,Nocy's Second Voli-tile Clash Qualifiers,10k-∞
,415217,SHK - Identity Part 5 [ExtrA] ([Twinkle]),HR2,Nocy's Second Voli-tile Clash Qualifiers,10k-∞
,681786,HoneyWorks - Ima Suki ni Naru. ver.Capi [P A N's Insane] (Nara),DT1,Nocy's Second Voli-tile Clash Qualifiers,10k-∞
,3224532,Yonekura Chihiro - DEAR MY WAKER [Insane] (Skystar),DT2,Nocy's Second Voli-tile Clash Qualifiers,10k-∞
,,,,,
,1737389,ABSOLUTE CASTAWAY - Shinsou Shintouron [Extra] (Lasse),NM1,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,3335664,daisan - -+ [Nerfed Another] ([Crz]Makii),NM2,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,3601683,sekai - God-ish [Kuse's Expert] (seros),NM3,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,3756543,VeetaCrush - Mole [AncuL's Extra] (JeZag),NM4,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,3448872,Lime - Luminaria [Anemoia] (Saika0k1),NM5,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,1513623,Fractal Dreamers - Paradigm Shift [Expert] (appleeaterx),HD1,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,2283643,onoken - F-mine [Insane] (Cheri),HD2,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,3274114,DIALOGUE+ - Hajimete no Kakumei! [No Dap's Extra!] (Sekai),HR1,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,1592403,factal - Wake Up While Sleeping [Insane] (Nokris),HR2,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,859034,ITO KASHITARO - Boku no Hosomichi [Journey] (Raose),DT1,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,2145491,Rin - Kishinjou set 10 ~ Reverse Ideology [Lunatic] (defiance),DT2,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,2015326,Imperial Circus Dead Decadence - Danzai No Honoo To Koibito-Tachi No Rondo [Hard] (Gottagof4st),DT3,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,2278201,A-ya (CV: Ogata Megumi) - Kodoku no Kakurenbo [Seolv & synderes' Insane] (Nevo),FM1,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,96095,seiya-murai feat.ALT - Sumidagawa Karenka [Extra] (kiddly),FM2,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,821273,Bullet For My Valentine - Tears Don't Fall [The Poison] (FCL),TB1,Nocy's Second Voli-tile Clash Round of 32,10k-∞
,,,,,
,3313830,Wienners - FACTION [Phantom] (Nevo),NM1,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,2838467,Mitsuki - Eeliaas [Descent] (Chemo),NM2,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,1149435,Reji - Shoujo wa Yoru to Azayaka ni [Rumi's Extra] (thzz),NM3,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,3377399,PTB10 - Starfall [Seoltai's Extra] (Altai),NM4,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,2540064,Zmey Gorynich - Sorochinskaya Yarmarka [Daiyousei's Extra] (Mazzerin),NM5,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,991051,a_hisa - Synesthesia [Extra] (ProfessionalBox),HD1,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,2248322,SOUND HOLIC vs. dj TAKA feat. YURiCa - TIEFSEE [Insane] (celerih),HD2,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,1946789,Sangatsu no Phantasia - Ao ni Minasoko [Dubturt's Extra] (domSaur),HR1,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,2559136,ARForest - Infection [Eulogy] (Niva),HR2,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,529108,Kurosaki Maon - Rakuen no Tsubasa [Insane] (Asagi),DT1,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,3155518,AKITO - Sakura Kagetsu [Difficult] (ConsumerOfBean),DT2,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,796046,REDALiCE - ALiVE [Insane] (Natsu),DT3,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,2067990,Aqours - Aozora Jumping Heart [Extra!!] (Sakurauchi Riko),FM1,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,2138306,slythe - cyber imagination [Present™] (Mismagius),FM2,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,990325,Chitose Haru & Kumagai Eri - Perfect Free [xlNathan's Concert Extra] (xlni),TB1,Nocy's Second Voli-tile Clash Round of 16,10k-∞
,,,,,
,2829202,UVERworld - Touch off [Ignite] (SeaRasp),NM1,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,3262369,AAAA - Bouquet of Myosotis [Brand New TURBO World!] (HitomiChan_),NM2,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,2956919,Toromaru - Sourire [Extravaganza (Tourney Ver.)] (DeviousPanda),NM3,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,3514299,Masayoshi Iimori - Non Stop Rock [Furtonix] (Fursum),NM4,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,3129616,katagiri - Scattered Pancakes [Pancake Batter] (Saika0k1),NM5,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,1403318,Endorfin. - Luminous Rage [Lucent] (Kibbleru),HD1,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,1352046,TAMUSIC - Hexagram Epilogue [Flamenco] (Ekoro),HD2,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,2603745,penoreri - Sulfur [H2SO4] (Realazy),HD3,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,2949285,Yonekura Chihiro - Be braver! [The Order] (Shikibe Mayu),HR1,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,2444943,Thaehan - Ohayou ! [Seonah's Expert] (azamaki),HR2,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,1543094,lapix - Nexta [EXHAUST] (DTM9 Nowa),HR3,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,2335226,JIN feat. Yoshida Takumi  (phatmans after school) - Kuusou Forest [Maiev's Insane] (Nevo),DT1,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,142480,sakuzyo - Laplace [Another] (Shiirn),DT2,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,3335701,Eagle - S!ck [Cellina's Light Insane] (Heilia),DT3,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,3515008,Crazy Frog - Axel F [Brazy Frog] (wafer),DT4,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,1714636,Luschka - Kami no Kotoba [Rue's Extra] (byfar),FM1,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,60858,chum - Genesis of Aquarion [KIRBY Mix] (Lena),FM2,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,2422768,PUP - Scorpion Hill [Extra] (pishifat),FM3,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,1295837,TRakker - Countdown to the Blue [Dusk] (Lasse),TB1,Nocy's Second Voli-tile Clash Quarterfinals,10k-∞
,,,,,
,3253226,Suzuki Konomi - Zenbu Kimi ga Ita kara Shittanda [Livermorium's Extra] ([Karcher]),NM1,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,3721496,Lime / Kankitsu - Pixel Princess [Extra] (KingBaxter),NM2,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,3647040,Sangatsu no Phantasia - Shikaku Unmei [Confusion] (Vanya2),NM3,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,3244371,PSYQUI - Education [class is now in session.] (Woey),NM4,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,3651733,Gram - Nibelungen [lungaspeeding] (xidorn),NM5,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,3564236,Mili - Paper Bouquet [lu^3's Extra] (SMOKELIND),HD1,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,3270202,PinocchioP feat. Hatsune Miku - Mushroom Mother [Collab Insane] (AJT),HD2,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,2998524,Tsukino - Dohna Dohna no Uta [Cheers!] (gazimal),HD3,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,2260974,Nijigasaki High School Idol Club - TOKIMEKI Runners [Back to the TOKIMEKI] (Huzz),HR1,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,1519263,Sumire Uesaka - POP TEAM EPIC [YOU ARE M########KER?] (Anxient),HR2,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,2886608,Polyphia - Rich Kids (feat. Yvette Young) [Peak] (IllusionB),HR3,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,3425294,Ohara Yuiko - Only [Fantasy] (_Karaage),DT1,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,2177108,Gentle Stick - Bach Imitation [mithew's Light Insane] (Matrix),DT2,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,3678641,Tatsh - Xanatos [Future] (Athanasia-),DT3,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,2986202,BUTAOTOME - Beroberobe [Insane] (dblade),DT4,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,2176407,nobodyknows+ - Kokoro Odoru [bbj's Expert] (toybot),FM1,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,1493332,A.SAKA - Nanatsu Issenzakura [Ayaya's Expert] (yf_bmp),FM2,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,446378,Memme - China Dress [cheesiest's Expert] (Tear),FM3,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,3429000,Yooh - RPG [Collab Expert] (Alvearia),TB1,Nocy's Second Voli-tile Clash Semifinals,10k-∞
,,,,,
,3657536,Various Artists - GIRLS' LEGEND U [Riene's Rice Shower Extra] (lushifer),NM1,Nocy's Second Voli-tile Clash Finals,10k-∞
,3205535,Kuki Akumu - Ki ga Kurutta Noise [Emotions] (Astronic),NM2,Nocy's Second Voli-tile Clash Finals,10k-∞
,2711069,THE BINARY mido - Ego mo Id mo Tanjun ni [Neon's Extra] (kuyusu),NM3,Nocy's Second Voli-tile Clash Finals,10k-∞
,2915478,Zekk - Turbulence [Cubby x AncuL] (Cubby),NM4,Nocy's Second Voli-tile Clash Finals,10k-∞
,2613076,Laur - Nostalgic Blood of the Strife [MAXIMUM] (Zelq),NM5,Nocy's Second Voli-tile Clash Finals,10k-∞
,3323488,NIWASHI - Model of Earth [Kentucky Fried Chicken] (Down),NM6,Nocy's Second Voli-tile Clash Finals,10k-∞
,3181303,Rita - Negai no Hana [Resolve] (Deca),HD1,Nocy's Second Voli-tile Clash Finals,10k-∞
,3183124,ShinRa-Bansho - Subarashiki Hani World [Sentience] (Kurashina Asuka),HD2,Nocy's Second Voli-tile Clash Finals,10k-∞
,2476568,Mizuki Nana - Carpediem [Seize The Day] (Miyukuti),HD3,Nocy's Second Voli-tile Clash Finals,10k-∞
,2946925,Ruka & Sena - Future jewel [Everlasting] (Andrea),HR1,Nocy's Second Voli-tile Clash Finals,10k-∞
,2472335,Rouzeato no Kenkyuushitsu - LAB=01 [Solenoid | Paranoid] (Yooh),HR2,Nocy's Second Voli-tile Clash Finals,10k-∞
,2848637,Polyphia - O.D. [Another] (Mir),HR3,Nocy's Second Voli-tile Clash Finals,10k-∞
,974653,Yukinoshita Yukino (CV.Hayami Saori) & Yuigahama Yui (CV.Touyama Nao) - Everyday World [Insane] (Pentori),DT1,Nocy's Second Voli-tile Clash Finals,10k-∞
,192181,Memme - Extreme Fantasy [Insane] (AngelHoney),DT2,Nocy's Second Voli-tile Clash Finals,10k-∞
,858558,Draper - Joyride [Light Insane] (Rohit6),DT3,Nocy's Second Voli-tile Clash Finals,10k-∞
,2248867,Diao Ye Zong feat. Meramipop - Tamesugame [Ayayayaya] (Irin),DT4,Nocy's Second Voli-tile Clash Finals,10k-∞
,3544947,"Yorushika - Yuunagi, Bou, Hana Madoi [You Are Becoming Words (Tourney Edit)] (Brahm)",FM1,Nocy's Second Voli-tile Clash Finals,10k-∞
,2428598,Ayane - Genjutsu no Crossroad [Mariko Sakuragi's Extra] (Bellicose),FM2,Nocy's Second Voli-tile Clash Finals,10k-∞
,1306871,orangentle / Yu_Asahina - HAELEQUINZ -the clown of 24stairs- [Lince's Schizophrenia] (xLolicore-),FM3,Nocy's Second Voli-tile Clash Finals,10k-∞
,1602415,Natsu - Regression [Pure Culmination] (AdveNt),TB1,Nocy's Second Voli-tile Clash Finals,10k-∞
,,,,,
,3370125,Yuki Setsuna (CV: Kusunoki Tomori) - LIKE IT! LOVE IT! [BURNING LOVE!!] (Pincus),NM1,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,3154777,F-777 - Vortex [THREE DIMENSIONS] (knowledgeking),NM2,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,3193021,Wiseman (CV: Harada Sayaka & CV: Kito Akari & CV: Mano Ayumi) - Wiseman no Thema [Sparhten's Triple Jail Sentence Extra] (Sparhten),NM3,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,3448376,MYUKKE. - NO ONE YES MAN [Skytuna's LOVE] (captin1),NM4,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,3045915,The Ghost of 3.13 - Daydream [KKip Hates NM5] (KKipalt),NM5,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,3205640,Kaminose Tsukasa - Dracophobia [mum come pick me up im scared] (hypercyte),NM6,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,3744326,t+pazolite - CENSORED!! [FXCK!!] (Lokidoki),HD1,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,2895386,Sound Horizon - Raijin no Hidariude [ExtrA (OJT2021ver)] (Satellite),HD2,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,2447186,AAAA - Hazukashigariya no Toy Soldier [Toy] ([KOR]Koeta),HD3,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,3192918,ZAQ - BRAVER [Revolution] (SkyFlame),HR1,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,2369095,ginkiha - Anemoi [Expert] (August),HR2,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,3406918,xi - Mirage Garden [Knight's Expert] (DeviousPanda),HR3,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,3742299,Haruna Luna - Kimiiro Signal [Koi (OTST7 EDIT.)] ([ TNTlealu ]),DT1,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,3299371,-45 - System Sun [Insane] (Lasse),DT2,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,2567077,Magnetude & Gridoptic - At All Costs (feat. Julia Marks) [Insane] (Zer0-),DT3,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,991229,Halozy - Heart of Night [Life of Loneliness] (Chaoslitz),DT4,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,2696280,BUTAOTOME - Haru no Yuki [synderes' Expert] (Gills),FM1,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,2662619,Kawada Mami - Borderland [Extra] (Reiji Maigo),FM2,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,1043223,GARNiDELiA - Gokuraku Jodo [Zweib's Expert] (Vert),FM3,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,2336104,Ariabl'eyeS - Romanesque Romancia [Duet] (Icekalt),TB1,Nocy's Second Voli-tile Clash Grandfinals,10k-∞
,,,,,
,3205642,BUD VIRGIN LOGIC - x Senritsu -Schlehit Melodie- [Kneel Before Me] (Mordred),HD1,Hitomi's Hidden Extra Qualifiers,1-15k
,3310526,Xi - Densetsu no Sabori Shinigami ~ Make a quick escape [Extra Stage] (Toumei Dragon),HD2,Hitomi's Hidden Extra Qualifiers,1-15k
,3205635,KINEMA106 - IMPERIAL PARADE [WORSHIP ME!!!] (Atalanta),HD3,Hitomi's Hidden Extra Qualifiers,1-15k
,3301301,Sota Fujimori - VOLTEXES III [Crack] (Feiri),HD4,Hitomi's Hidden Extra Qualifiers,1-15k
,3166325,"Guchiry feat. flower - Abnormality, Dancin' Girl [Psychopathy] (Guchiry)",HD5,Hitomi's Hidden Extra Qualifiers,1-15k
,40017,Niko - Made of Fire [Oni] (lesjuh),HD6,Hitomi's Hidden Extra Qualifiers,1-15k
,3641172,Polyphia - Playing God [Nirvana] (Mir),HR1,Hitomi's Hidden Extra Qualifiers,1-15k
,1466329,DJ TOTTO feat. *spiLa* - illumina [[ -scarlet- ]'s expert*] (Toyosaki Aki),HR2,Hitomi's Hidden Extra Qualifiers,1-15k
,2633777,KAMELOT - Kevlar Skin [Insane] (LMT),DT1,Hitomi's Hidden Extra Qualifiers,1-15k
,3418232,Boom Kitty - Any Other Way (feat. Ivy Marie) [Zelicz's Insane] (elicz1),DT2,Hitomi's Hidden Extra Qualifiers,1-15k
,,,,,
,2808923,Kuribayashi Minami - Zankoku na Yume to Nemure [Yarinaoshi] (Riana),HD1,Hitomi's Hidden Extra Round of 32,1-15k
,1693573,Ice - 02: Amber Wishes [Extreme] (FrenZ396),HD2,Hitomi's Hidden Extra Round of 32,1-15k
,3311309,KINEMA106 - N.M.W [NO MORE WAR] (Mordred),HD3,Hitomi's Hidden Extra Round of 32,1-15k
,1567435,Endorfin. - Luminous Rage -Feryquitous OrderBless Remix- [Obscuring Tranquility] (Nokris),HD4,Hitomi's Hidden Extra Round of 32,1-15k
,3181311,katagiri - Nyan-Nyan Naughty Night [Catgirls Save Lives] (Fisky),HD5,Hitomi's Hidden Extra Round of 32,1-15k
,3265614,Hashimoto Miyuki - Yume Miru Mama ni Koi o Shite [Heilia's Extra Koi] (Enepoyo),HD6,Hitomi's Hidden Extra Round of 32,1-15k
,2709014,BAND-MAID - Spirit!! [Expert!!] (Lasse),HD7,Hitomi's Hidden Extra Round of 32,1-15k
,2296799,REDALiCE vs. USAO - SAIKYO STRONGER [Necho's POWERFUL FUTURE] (Otosaka-Yu),HD8,Hitomi's Hidden Extra Round of 32,1-15k
,3311891,Team Grimoire - Dantalion [Conflict] (Down),HR1,Hitomi's Hidden Extra Round of 32,1-15k
,2934166,PassCode - ATLAS [Kowari's Expert] (Nao Tomori),HR2,Hitomi's Hidden Extra Round of 32,1-15k
,2623955,PSYQUI - Multicoloured [chonk] (yaspo),HR3,Hitomi's Hidden Extra Round of 32,1-15k
,n/a,deleted beatmap,DT1,Hitomi's Hidden Extra Round of 32,1-15k
,3241887,REDALiCE - Great Nano Desu* [Insane] (YokesPai),DT2,Hitomi's Hidden Extra Round of 32,1-15k
,3529165,sekai - p.h. [Mono's Another] (Petal),DT3,Hitomi's Hidden Extra Round of 32,1-15k
,2487840,Cranky - The Five [Short Edit] [Five] (AJT),FM1,Hitomi's Hidden Extra Round of 32,1-15k
,3287767,King Gizzard & The Lizard Wizard - Robot Stop [REDLIGHT (VIP)] (olc),TB1,Hitomi's Hidden Extra Round of 32,1-15k
,,,,,
,334506,Hatsune Miku - Story of my Wife [BPM178] (Kobato_Tina),HD1,Hitomi's Hidden Extra Round of 16,1-15k
,2953828,Saint Snow - DROPOUT!? [WORLD'S END] (Kurashina Asuka),HD2,Hitomi's Hidden Extra Round of 16,1-15k
,2709056,Yousei Teikoku - Naikan Uchuu Shisha no Yurikago [Extreme] (IsomirDiAngelo),HD3,Hitomi's Hidden Extra Round of 16,1-15k
,2916573,"BEMANI Sound Team ""Expander"" - STOIC HYPOTHESIS [Crack] (Feiri)",HD4,Hitomi's Hidden Extra Round of 16,1-15k
,2643109,"Camellia as ""fluX Xroise"" - Xronier [CHRONOSTASIS] (Regou)",HD5,Hitomi's Hidden Extra Round of 16,1-15k
,3356258,penoreri - Reverenced Flower [Flask's MAXIMUM] (R3m),HD6,Hitomi's Hidden Extra Round of 16,1-15k
,3492256,miComet - Animal [PandaHero's Extra] (Gibune),HD7,Hitomi's Hidden Extra Round of 16,1-15k
,3711420,Sheena Ringo - Kouzen no Himitsu [Spicy] (moph),HD8,Hitomi's Hidden Extra Round of 16,1-15k
,1447689,Sara - Ren Ren Ai Ai Cir Cir Cula Cula Tion Tion [Extra] (pishifat),HR1,Hitomi's Hidden Extra Round of 16,1-15k
,3581807,Alice Schach and the Magic Orchestra - Give Me a Nightmare [FUTURE+ (CS5)] (Aeril),HR2,Hitomi's Hidden Extra Round of 16,1-15k
,3804328,Polyphia - ABC feat. Sophia Black [(///~////)] (Onegai),HR3,Hitomi's Hidden Extra Round of 16,1-15k
,2505928,Lockyn - Vapor [Shining] (Blacky Design),DT1,Hitomi's Hidden Extra Round of 16,1-15k
,3766173,Pendulum - Hold Your Colour [Hold Your Growlr] (GRR SNARL GROWL),DT2,Hitomi's Hidden Extra Round of 16,1-15k
